Month ,Branch,Item code,type,Description,Qty,Value
2025- Apr,Khozama ,1250,لحم عجل,كرات لحم,63,1434.61976
2025- Apr,Khozama ,1260,لحم عجل,كفتة السوق لحم,72,1390.14159
2025- Apr,Khozama ,1270,دجاج,صدور دجاج بالخردل والأعشاب,101,1690.65213
2025- Apr,Khozama ,1280,دجاج,صدور دجاج تندوري,94,1530.16325
2025- Apr,Khozama ,1290,دجاج,صدور دجاج إيطالي,65,1088.04345
2025- Apr,Khozama ,1300,دجاج,مسحب أفخاذ تندوري,51,824.1849
2025- Apr,Khozama ,1310,دجاج,شاورما دجاج,62,1010.8697
2025- Apr,Khozama ,1320,دجاج,فاهيتا دجاج,64,1043.4784
2025- Apr,Khozama ,1330,دجاج,صدور دجاج كرسبي بهارات إيطالية,40,652.174
2025- Apr,Khozama ,1340,دجاج,صدور دجاج كرسبي بهارات الكيجن,47,763.8588
2025- Apr,Khozama ,1350,دجاج,برجر الدجاج,82,1493.46163
2025- Apr,Khozama ,1370,دجاج,كباب الدجاج,23,382.48912
2025- Apr,Khozama ,1380,دجاج,جوجه كباب,44,657.2369
2025- Apr,Khozama ,1390,دجاج,أوصال دجاج بهارات الشواء,75,1233.39776
2025- Apr,Khozama ,1400,دجاج,كفتة السوق دجاج,49,887.18689
2025- Apr,Khozama ,1410,دجاج,مسالا الدجاج,42,594.31961
2025- Apr,Khozama ,1530,منتجات اخرى,الفلفل الاسود,1,15.56522
2025- Apr,Khozama ,1540,منتجات اخرى,بهارات كل يوم,6,62.92564
2025- Apr,Khozama ,1550,منتجات اخرى,ملح الهملايا,2,21.51304
2025- Apr,Khozama ,1580,منتجات اخرى,جبنة شيدر انجليزية,3,32.60871
2025- Apr,Khozama ,1590,منتجات اخرى,جبنة سوسيرية,6,71.21742
2025- Apr,Khozama ,1600,منتجات اخرى,خبز البريوش,44,247.84765
2025- Apr,Khozama ,1610,منتجات اخرى,زيت الكمأة السوداء,2,129.6
2025- Apr,Tarout,20000000101,لحم عجل,YOUNG VEAL MEAT KG,40.904,1756.5
2025- Apr,Tarout,20000000201,لحم عجل,YOUNG VEAL MEAT WITH BONE KG,156.288,5255.5
2025- Apr,Tarout,20000001801,لحم عجل,VEAL MEAT KG,8.134,380.83
2025- Apr,Tarout,20000001901,لحم عجل,VEAL MEAT WITH BONE KG,32.288,1114.01
2025- Apr,Tarout,20000002101,لحم عجل,MINCED VEAL MEAT KG,7.55,320.01
2025- Apr,Tarout,20000002301,لحم عجل,VEAL LIVER KG,0.99,45.07
2025- Apr,Tarout,20000003501,لحم بقري,BEEF MEAT KG,3.85,143.96
2025- Apr,Tarout,20000003801,لحم بقري,MINCED BEEF MEAT KG,26.958,984.56
2025- Apr,Tarout,20000004101,لحم بقري,BEEF LIVER KG,0.94,31.06
2025- Apr,Tarout,20000005301,ضأن,LAMB MEAT KG,12.854,637.01
2025- Apr,Tarout,20000006101,دجاج,CHICKEN 800G DOHA,16.002,222.6
2025- Apr,Tarout,20000006201,دجاج,CHICKEN 900G DOHA,12,176.88
2025- Apr,Tarout,20000006301,دجاج,CHICKEN 1000G DOHA,16.001,255.55
2025- Apr,Tarout,20000006401,دجاج,CHICKEN 1100G DOHA,23,375.92
2025- Apr,Tarout,20000006501,دجاج,CHICKEN 1200G DOHA,10,150
2025- Apr,Tarout,20000007001,دجاج,CHICKEN BREASTS PLATE DOHA 500,113,1820.62
2025- Apr,Tarout,20000007301,دجاج,FRESH WHOLE LEG A TRAY 500G,212.999,1365.92
2025- Apr,Tarout,20000007901,دجاج,FRESH LIVERS A TRAY 500G DOHA,5,23.9
2025- Apr,Tarout,20000008901,دجاج,CHICKEN 900G TOQA,19.999,329.58
2025- Apr,Tarout,20000009001,دجاج,CHICKEN 1000G TOQA,14.997,256.32
2025- Apr,Tarout,20000009101,دجاج,CHICKEN 1100G TOQA,16.002,283.38
2025- Apr,Tarout,20000009401,دجاج,CHICKEN BREASTS PLATE TOQA500G,16,264.32
2025- Apr,Tarout,20000009601,دجاج,NIAMAH CHICKEN BREAST KG,21.194,774.02
2025- Apr,Tarout,20000009801,دجاج,NIAMAH CHICKEN WHOLE LEGS KG,1,12.17
2025- Apr,Tarout,20000009901,دجاج,NIAMAH CHICKEN WHOLE LEGS PLAT,1,12.5
2025- Apr,Tarout,20000010501,لحم حاشي,CAMEL MEAT WITH BONE KG,90.808,2817.46
2025- Apr,Tarout,20000010701,لحم عجل,BURGER CLASSIC 100G,4,83.12
2025- Apr,Tarout,20000010901,لحم عجل,BURGER CAJUN,10.74,204.49
2025- Apr,Tarout,20000011001,لحم عجل,DONER KEBEB BURGER,61,1482.3
2025- Apr,Tarout,20000011201,لحم عجل,VEAL KEBAB,9,193.68
2025- Apr,Tarout,20000011401,لحم عجل,VEAL SHAWARMA,28.609,563.88
2025- Apr,Tarout,20000011601,لحم عجل,MEAT BALLS KOFTA,16,309.6
2025- Apr,Tarout,20000011701,دجاج,CHICKEN BREASTS MUSTURED & HER,15,251.1
2025- Apr,Tarout,20000012101,دجاج,CHICKEN SHAWARMA,11.607,174.3
2025- Apr,Tarout,20000012201,دجاج,CHICKEN FAJITAS,22,333.04
2025- Apr,Tarout,20000012501,دجاج,CHICKEN BURGER,19.854,343.4
2025- Apr,Tarout,20000012801,دجاج,GOJEH KEBAB,8,103.68
2025- Apr,Tarout,20000013001,دجاج,CHICKEN BALLS KOFTA,18,327.96
2025- Apr,Tarout,20000013101,دجاج,CHICKEN MASALA,7.817,103.68
2025- Apr,Tarout,20000013201,لحم بقري,BEEF BURGER,9,180
2025- Apr,Tarout,20000014801,دجاج,FRESH CHICKEN  900G A GRADE,35.883,466.48
2025- Apr,Tarout,20000014901,دجاج,FRESH CHICKEN  1000G A GRADE,21.918,304.21
2025- Apr,Tarout,20000015401,دجاج,BREAST BLSL FRESH 450G SFT,49,677.67
2025- Apr,Saihat,20000000101,لحم عجل,YOUNG VEAL MEAT KG,157.537,6812.77
2025- Apr,Saihat,20000000201,لحم عجل,YOUNG VEAL MEAT WITH BONE KG,213.528,7251.91
2025- Apr,Saihat,20000000401,لحم عجل,MINCED YOUNG VEAL MEAT KG,1.216,58.63
2025- Apr,Saihat,20000000501,لحم عجل,MINCED YOUNG VEAL MEAT LOW FAT,0.982,53.7
2025- Apr,Saihat,20000000601,لحم عجل,YOUNG VEAL LIVER KG,17.774,753.32
2025- Apr,Saihat,20000000701,لحم عجل,RIB EYE STEAK YOUNG VEAL KG,0.774,45.48
2025- Apr,Saihat,20000000901,لحم عجل,YOUNG VEAL SHANKS WITHOUT BONE,3.77,181.8
2025- Apr,Saihat,20000001101,لحم عجل,SMALL YOUNG VEAL CUBES KG,0.66,37.44
2025- Apr,Saihat,20000001401,لحم عجل,HARIES YOUNG VEAL MEAT KG,4.052,221.66
2025- Apr,Saihat,20000001501,لحم عجل,RIBS YOUNG VEAL MEAT KG,5.57,241.3
2025- Apr,Saihat,20000001801,لحم عجل,VEAL MEAT KG,14.238,665.95
2025- Apr,Saihat,20000001901,لحم عجل,VEAL MEAT WITH BONE KG,31.701,1093.82
2025- Apr,Saihat,20000002101,لحم عجل,MINCED VEAL MEAT KG,13.032,552.33
2025- Apr,Saihat,20000003501,لحم بقري,BEEF MEAT KG,0.99,37.02
2025- Apr,Saihat,20000003601,لحم بقري,BEEF MEAT WITH BONE KG,20.347,601.4
2025- Apr,Saihat,20000003801,لحم بقري,MINCED BEEF MEAT KG,39.026,1425.35
2025- Apr,Saihat,20000004101,لحم بقري,BEEF LIVER KG,3.796,125.47
2025- Apr,Saihat,20000005301,ضأن,LAMB MEAT KG,10.556,523.91
2025- Apr,Saihat,20000005601,ضأن,LAMB LIVER KG,0.89,41.79
2025- Apr,Saihat,20000005701,ضأن,LAMB SHOULDER CUT KG,0.652,36.29
2025- Apr,Saihat,20000006101,دجاج,CHICKEN 800G DOHA,17.003,236.5
2025- Apr,Saihat,20000006201,دجاج,CHICKEN 900G DOHA,67.991,1060.97
2025- Apr,Saihat,20000006301,دجاج,CHICKEN 1000G DOHA,4.999,81.16
2025- Apr,Saihat,20000006401,دجاج,CHICKEN 1100G DOHA,7.001,114.35
2025- Apr,Saihat,20000006901,دجاج,CHICKEN WINGS DOHA PLATE 500G,1,4.35
2025- Apr,Saihat,20000007001,دجاج,CHICKEN BREASTS PLATE DOHA 500,162.737,2597.92
2025- Apr,Saihat,20000007201,دجاج,FRESH MINCHED MEAT A TRAY 500G,8.002,97.38
2025- Apr,Saihat,20000007301,دجاج,FRESH WHOLE LEG A TRAY 500G,110.997,729
2025- Apr,Saihat,20000007401,دجاج,FRESH WHOLE LEG A TRAY 1000G,45.812,445.5
2025- Apr,Saihat,20000007901,دجاج,FRESH LIVERS A TRAY 500G DOHA,17,81.26
2025- Apr,Saihat,20000008901,دجاج,CHICKEN 900G TOQA,532.94,8498.68
2025- Apr,Saihat,20000009001,دجاج,CHICKEN 1000G TOQA,69.993,1092.83
2025- Apr,Saihat,20000009101,دجاج,CHICKEN 1100G TOQA,50.003,779.84
2025- Apr,Saihat,20000009401,دجاج,CHICKEN BREASTS PLATE TOQA500G,105.002,1734.62
2025- Apr,Saihat,20000009601,دجاج,NIAMAH CHICKEN BREAST KG,92.322,3372.07
2025- Apr,Saihat,20000010501,لحم حاشي,CAMEL MEAT WITH BONE KG,80.39,2497.27
2025- Apr,Saihat,20000010601,لحم حاشي,CAMEL MEAT WITHOUT BONE KG,13.044,532.99
2025- Apr,Saihat,20000010701,لحم عجل,BURGER CLASSIC 100G,23,538.24
2025- Apr,Saihat,20000010901,لحم عجل,BURGER CAJUN,17.74,334.62
2025- Apr,Saihat,20000011001,لحم عجل,DONER KEBEB BURGER,36,874.8
2025- Apr,Saihat,20000011201,لحم عجل,VEAL KEBAB,3,64.56
2025- Apr,Saihat,20000011401,لحم عجل,VEAL SHAWARMA,15,288.23
2025- Apr,Saihat,20000011601,لحم عجل,MEAT BALLS KOFTA,20,387
2025- Apr,Saihat,20000011701,دجاج,CHICKEN BREASTS MUSTURED & HER,6,100.44
2025- Apr,Saihat,20000012101,دجاج,CHICKEN SHAWARMA,25.87,402.51
2025- Apr,Saihat,20000012201,دجاج,CHICKEN FAJITAS,34.739,525.78
2025- Apr,Saihat,20000012501,دجاج,CHICKEN BURGER,65.559,1123.51
2025- Apr,Saihat,20000012601,دجاج,PREMIUM CHICKEN BURGER,5.999,87.34
2025- Apr,Saihat,20000012701,دجاج,CHICKEN KEBAB,2,33.48
2025- Apr,Saihat,20000012801,دجاج,GOJEH KEBAB,5,64.8
2025- Apr,Saihat,20000013001,دجاج,CHICKEN BALLS KOFTA,12,218.64
2025- Apr,Saihat,20000013101,دجاج,CHICKEN MASALA,19.814,259.16
2025- Apr,Saihat,20000013201,لحم بقري,BEEF BURGER,20,400
2025- Apr,Saihat,20000014201,لحم عجل,HEART & KIDNEY KG,3.28,42.78
2025- Apr,Saihat,20000014801,دجاج,FRESH CHICKEN  900G A GRADE,130.968,1719.75
2025- Apr,Saihat,20000014901,دجاج,FRESH CHICKEN  1000G A GRADE,44.99,628.06
2025- Apr,Saihat,20000015401,دجاج,BREAST BLSL FRESH 450G SFT,111.937,1550.04
2025- Apr,Shate,17000010201,دجاج,DOHA LIVER 500G,1,4.55
2025- Apr,Shate,20000000101,لحم عجل,YOUNG VEAL MEAT KG,110.152,4750.42
2025- Apr,Shate,20000000201,لحم عجل,YOUNG VEAL MEAT WITH BONE KG,242.002,8212.89
2025- Apr,Shate,20000000301,لحم عجل,YOUNG VEAL TENDERLOIN KG,1.494,103.48
2025- Apr,Shate,20000000601,لحم عجل,YOUNG VEAL LIVER KG,17.52,742.63
2025- Apr,Shate,20000001801,لحم عجل,VEAL MEAT KG,8.902,416.38
2025- Apr,Shate,20000001901,لحم عجل,VEAL MEAT WITH BONE KG,14.536,501.55
2025- Apr,Shate,20000002101,لحم عجل,MINCED VEAL MEAT KG,61.488,2606.03
2025- Apr,Shate,20000002901,لحم عجل,THIN VEAL SLICES KG,0.316,15.37
2025- Apr,Shate,20000003101,لحم عجل,HARIES VEAL MEAT KG,0.42,19.64
2025- Apr,Shate,20000003501,لحم بقري,BEEF MEAT KG,13.512,505.24
2025- Apr,Shate,20000003601,لحم بقري,BEEF MEAT WITH BONE KG,7.26,214.58
2025- Apr,Shate,20000003801,لحم بقري,MINCED BEEF MEAT KG,50.166,1832.15
2025- Apr,Shate,20000004101,لحم بقري,BEEF LIVER KG,7.364,243.34
2025- Apr,Shate,20000005301,ضأن,LAMB MEAT KG,17.38,867.37
2025- Apr,Shate,20000005601,ضأن,LAMB LIVER KG,1.052,49.41
2025- Apr,Shate,20000006101,دجاج,CHICKEN 800G DOHA,9.001,125.2
2025- Apr,Shate,20000006201,دجاج,CHICKEN 900G DOHA,59.993,940.72
2025- Apr,Shate,20000006301,دجاج,CHICKEN 1000G DOHA,91.004,1481.07
2025- Apr,Shate,20000006401,دجاج,CHICKEN 1100G DOHA,76.003,1248.03
2025- Apr,Shate,20000006501,دجاج,CHICKEN 1200G DOHA,0,0
2025- Apr,Shate,20000007001,دجاج,CHICKEN BREASTS PLATE DOHA 500,217.424,3520.4
2025- Apr,Shate,20000007201,دجاج,FRESH MINCHED MEAT A TRAY 500G,5.001,60.86
2025- Apr,Shate,20000007301,دجاج,FRESH WHOLE LEG A TRAY 500G,276.539,1805.87
2025- Apr,Shate,20000007401,دجاج,FRESH WHOLE LEG A TRAY 1000G,62.814,606.69
2025- Apr,Shate,20000007501,دجاج,FRESH DRUMSTICK A TRAY 500G,7,70
2025- Apr,Shate,20000007701,دجاج,FRESH CHEST W/BONES A TRAY500G,4,48.68
2025- Apr,Shate,20000007901,دجاج,FRESH LIVERS A TRAY 500G DOHA,31.004,148.2
2025- Apr,Shate,20000008901,دجاج,CHICKEN 900G TOQA,93.993,1517.73
2025- Apr,Shate,20000009001,دجاج,CHICKEN 1000G TOQA,124.978,2112.48
2025- Apr,Shate,20000009101,دجاج,CHICKEN 1100G TOQA,64.014,1133.61
2025- Apr,Shate,20000009401,دجاج,CHICKEN BREASTS PLATE TOQA500G,238.011,3931.87
2025- Apr,Shate,20000009601,دجاج,NIAMAH CHICKEN BREAST KG,26.534,969.06
2025- Apr,Shate,20000009801,دجاج,NIAMAH CHICKEN WHOLE LEGS KG,16.839,204.92
2025- Apr,Shate,20000010501,لحم حاشي,CAMEL MEAT WITH BONE KG,61.235,1882.04
2025- Apr,Shate,20000010601,لحم حاشي,CAMEL MEAT WITHOUT BONE KG,10.138,414.24
2025- Apr,Shate,20000010701,لحم عجل,BURGER CLASSIC 100G,38,883.44
2025- Apr,Shate,20000010901,لحم عجل,BURGER CAJUN,45.61,899.78
2025- Apr,Shate,20000011001,لحم عجل,DONER KEBEB BURGER,102,2478.66
2025- Apr,Shate,20000011201,لحم عجل,VEAL KEBAB,19,408.88
2025- Apr,Shate,20000011401,لحم عجل,VEAL SHAWARMA,47.867,910.47
2025- Apr,Shate,20000011501,لحم عجل,MEAT BALLS,2,45.66
2025- Apr,Shate,20000011601,لحم عجل,MEAT BALLS KOFTA,57,1102.93
2025- Apr,Shate,20000011701,دجاج,CHICKEN BREASTS MUSTURED & HER,52,870.48
2025- Apr,Shate,20000011801,دجاج,CHICKEN BREAST TANDORI,1,16.3
2025- Apr,Shate,20000011901,دجاج,CHICKEN BREAST ITALIAN,1,16.74
2025- Apr,Shate,20000012001,دجاج,CHICKEN THIGHS BONELESS TANDOR,11.286,183.96
2025- Apr,Shate,20000012101,دجاج,CHICKEN SHAWARMA,37.741,574.7
2025- Apr,Shate,20000012201,دجاج,CHICKEN FAJITAS,42.005,618.62
2025- Apr,Shate,20000012501,دجاج,CHICKEN BURGER,47,835.3
2025- Apr,Shate,20000012801,دجاج,GOJEH KEBAB,23.772,318.58
2025- Apr,Shate,20000013001,دجاج,CHICKEN BALLS KOFTA,23,419.05
2025- Apr,Shate,20000013101,دجاج,CHICKEN MASALA,20.814,272.13
2025- Apr,Shate,20000013201,لحم بقري,BEEF BURGER,18,360
2025- Apr,Shate,20000014801,دجاج,FRESH CHICKEN  900G A GRADE,74.982,971.75
2025- Apr,Shate,20000014901,دجاج,FRESH CHICKEN  1000G A GRADE,36.988,516.27
2025- Apr,Shate,20000015401,دجاج,BREAST BLSL FRESH 450G SFT,97.982,1355.18
2025- Apr,Hadla,20000000101,لحم عجل,YOUNG VEAL MEAT KG,137.755,5840.73
2025- Apr,Hadla,20000000201,لحم عجل,YOUNG VEAL MEAT WITH BONE KG,190.565,6372.81
2025- Apr,Hadla,20000000401,لحم عجل,MINCED YOUNG VEAL MEAT KG,0.905,43.63
2025- Apr,Hadla,20000000601,لحم عجل,YOUNG VEAL LIVER KG,19.755,837.32
2025- Apr,Hadla,20000000701,لحم عجل,RIB EYE STEAK YOUNG VEAL KG,0.77,45.25
2025- Apr,Hadla,20000001001,لحم عجل,YOUNG VEAL SHANKS BONE IN KG,1.23,52.5
2025- Apr,Hadla,20000001101,لحم عجل,SMALL YOUNG VEAL CUBES KG,2.075,117.71
2025- Apr,Hadla,20000001201,لحم عجل,THIN YOUNG VEAL SLICES KG,0.76,43.11
2025- Apr,Hadla,20000001301,دجاج,AWSAL YOUNG VEAL MEAT KG,2.345,142.54
2025- Apr,Hadla,20000001701,لحم عجل,T-BONE STEAK YOUNG VEAL MEATKG,2.945,134.08
2025- Apr,Hadla,20000001801,لحم عجل,VEAL MEAT KG,4.385,205.11
2025- Apr,Hadla,20000001901,لحم عجل,VEAL MEAT WITH BONE KG,30.126,1039.32
2025- Apr,Hadla,20000002101,لحم عجل,MINCED VEAL MEAT KG,4.7,199.19
2025- Apr,Hadla,20000002301,لحم عجل,VEAL LIVER KG,5.42,246.7
2025- Apr,Hadla,20000002401,لحم عجل,RIB EYE STEAK VEAL KG,4.775,245
2025- Apr,Hadla,20000002801,لحم عجل,SMALL VEAL CUBES KG,1.39,67.64
2025- Apr,Hadla,20000003101,لحم عجل,HARIES VEAL MEAT KG,0.36,16.83
2025- Apr,Hadla,20000003301,لحم عجل,STRIPLOIN STEAK VEAL MEAT KG,1.885,91.73
2025- Apr,Hadla,20000003401,لحم عجل,T-BONE STEAK  VEAL MEAT KG,0.87,33.96
2025- Apr,Hadla,20000003601,لحم بقري,BEEF MEAT WITH BONE KG,1.35,39.9
2025- Apr,Hadla,20000003801,لحم بقري,MINCED BEEF MEAT KG,30.46,1112.27
2025- Apr,Hadla,20000003901,لحم بقري,MINCED BEEF MEAT LOW FAT KG,3.14,125.6
2025- Apr,Hadla,20000004401,لحم بقري,BEEF SHANKS WITHOUT BONE KG,9.25,345.89
2025- Apr,Hadla,20000005301,ضأن,LAMB MEAT KG,43.055,2166.89
2025- Apr,Hadla,20000005601,ضأن,LAMB LIVER KG,1.065,50.01
2025- Apr,Hadla,20000005801,ضأن,LAMB RIBS CUT KG,2.915,190.13
2025- Apr,Hadla,20000005901,ضأن,LAMB SHANKS CUT KG,0.645,42.07
2025- Apr,Hadla,20000006001,دجاج,CHICKEN 700G DOHA,1,12.61
2025- Apr,Hadla,20000006201,دجاج,CHICKEN 900G DOHA,23.997,377.23
2025- Apr,Hadla,20000006301,دجاج,CHICKEN 1000G DOHA,41.002,659.25
2025- Apr,Hadla,20000006401,دجاج,CHICKEN 1100G DOHA,57.005,950.61
2025- Apr,Hadla,20000007001,دجاج,CHICKEN BREASTS PLATE DOHA 500,218.99,3537.1
2025- Apr,Hadla,20000007301,دجاج,FRESH WHOLE LEG A TRAY 500G,239.802,1614.17
2025- Apr,Hadla,20000007401,دجاج,FRESH WHOLE LEG A TRAY 1000G,26.605,255.95
2025- Apr,Hadla,20000007901,دجاج,FRESH LIVERS A TRAY 500G DOHA,20.002,95.61
2025- Apr,Hadla,20000008901,دجاج,CHICKEN 900G TOQA,25.997,425.84
2025- Apr,Hadla,20000009001,دجاج,CHICKEN 1000G TOQA,40.993,663.02
2025- Apr,Hadla,20000009101,دجاج,CHICKEN 1100G TOQA,41.006,680.11
2025- Apr,Hadla,20000009601,دجاج,NIAMAH CHICKEN BREAST KG,49.145,1795.03
2025- Apr,Hadla,20000009801,دجاج,NIAMAH CHICKEN WHOLE LEGS KG,2.063,25.09
2025- Apr,Hadla,20000010201,دجاج,CHICKEN WINGS DOHA PLATE KG,1.14,7.93
2025- Apr,Hadla,20000010501,لحم حاشي,CAMEL MEAT WITH BONE KG,39.961,1247.01
2025- Apr,Hadla,20000010701,لحم عجل,BURGER CLASSIC 100G,41,949.13
2025- Apr,Hadla,20000010901,لحم عجل,BURGER CAJUN,43.61,862.6
2025- Apr,Hadla,20000011001,لحم عجل,DONER KEBEB BURGER,29,704.7
2025- Apr,Hadla,20000011201,لحم عجل,VEAL KEBAB,3,64.56
2025- Apr,Hadla,20000011401,لحم عجل,VEAL SHAWARMA,21.759,430.08
2025- Apr,Hadla,20000011601,لحم عجل,MEAT BALLS KOFTA,11,212.85
2025- Apr,Hadla,20000011701,دجاج,CHICKEN BREASTS MUSTURED & HER,21,351.54
2025- Apr,Hadla,20000012101,دجاج,CHICKEN SHAWARMA,10,160.87
2025- Apr,Hadla,20000012201,دجاج,CHICKEN FAJITAS,25.002,384.09
2025- Apr,Hadla,20000012501,دجاج,CHICKEN BURGER,17,291.96
2025- Apr,Hadla,20000012701,دجاج,CHICKEN KEBAB,5,83.7
2025- Apr,Hadla,20000012801,دجاج,GOJEH KEBAB,19.997,259.16
2025- Apr,Hadla,20000012901,دجاج,CHICKEN WITH BARBECUE SPICES,1,16.48
2025- Apr,Hadla,20000013001,دجاج,CHICKEN BALLS KOFTA,9,163.98
2025- Apr,Hadla,20000013101,دجاج,CHICKEN MASALA,9,116.64
2025- Apr,Hadla,20000013201,لحم بقري,BEEF BURGER,12,240
2025- Apr,Hadla,20000014201,لحم عجل,HEART & KIDNEY KG,0.912,11.88
2025- Apr,Hadla,20000014301,منتجات اخرى,BONE KG,0.381,3.97
2025- Apr,Hadla,20000014801,دجاج,FRESH CHICKEN  900G A GRADE,27.993,362.8
2025- Apr,Hadla,20000014901,دجاج,FRESH CHICKEN  1000G A GRADE,44.991,624.56
2025- Apr,Hadla,20000015401,دجاج,BREAST BLSL FRESH 450G SFT,78.995,1092.5
2025- Apr,Al Zahra,20000000101,لحم عجل,YOUNG VEAL MEAT KG,180.449,7673.72
2025- Apr,Al Zahra,20000000201,لحم عجل,YOUNG VEAL MEAT WITH BONE KG,123.036,4047.8
2025- Apr,Al Zahra,20000000601,لحم عجل,YOUNG VEAL LIVER KG,12.765,541.01
2025- Apr,Al Zahra,20000001701,لحم عجل,T-BONE STEAK YOUNG VEAL MEATKG,4.355,198.25
2025- Apr,Al Zahra,20000001801,لحم عجل,VEAL MEAT KG,27.451,1283.97
2025- Apr,Al Zahra,20000001901,لحم عجل,VEAL MEAT WITH BONE KG,43.863,1513.37
2025- Apr,Al Zahra,20000002001,لحم عجل,VEAL TENDERLION KG,7.255,435.3
2025- Apr,Al Zahra,20000002101,لحم عجل,MINCED VEAL MEAT KG,38.49,1631.07
2025- Apr,Al Zahra,20000002401,لحم عجل,RIB EYE STEAK VEAL KG,22.47,1152.95
2025- Apr,Al Zahra,20000002801,لحم عجل,SMALL VEAL CUBES KG,0.415,20.19
2025- Apr,Al Zahra,20000002901,لحم عجل,THIN VEAL SLICES KG,3.89,189.29
2025- Apr,Al Zahra,20000003501,لحم بقري,BEEF MEAT KG,11.345,424.22
2025- Apr,Al Zahra,20000003601,لحم بقري,BEEF MEAT WITH BONE KG,4.175,123.4
2025- Apr,Al Zahra,20000003801,لحم بقري,MINCED BEEF MEAT KG,35,1278.23
2025- Apr,Al Zahra,20000003901,لحم بقري,MINCED BEEF MEAT LOW FAT KG,2.365,94.6
2025- Apr,Al Zahra,20000004101,لحم بقري,BEEF LIVER KG,18.48,610.65
2025- Apr,Al Zahra,20000004301,لحم بقري,SMALL BEEF CUBES KG,0.43,19.44
2025- Apr,Al Zahra,20000005301,ضأن,LAMB MEAT KG,66.78,3378.15
2025- Apr,Al Zahra,20000005601,ضأن,LAMB LIVER KG,1.655,77.72
2025- Apr,Al Zahra,20000005701,ضأن,LAMB SHOULDER CUT KG,3.6,200.35
2025- Apr,Al Zahra,20000005801,ضأن,LAMB RIBS CUT KG,5.935,387.07
2025- Apr,Al Zahra,20000005901,ضأن,LAMB SHANKS CUT KG,3.415,222.73
2025- Apr,Al Zahra,20000006201,دجاج,CHICKEN 900G DOHA,38.997,600.67
2025- Apr,Al Zahra,20000006301,دجاج,CHICKEN 1000G DOHA,59.169,963.94
2025- Apr,Al Zahra,20000006401,دجاج,CHICKEN 1100G DOHA,96.998,1636.45
2025- Apr,Al Zahra,20000007001,دجاج,CHICKEN BREASTS PLATE DOHA 500,288.994,4822.5
2025- Apr,Al Zahra,20000007301,دجاج,FRESH WHOLE LEG A TRAY 500G,200.652,1310.4
2025- Apr,Al Zahra,20000007401,دجاج,FRESH WHOLE LEG A TRAY 1000G,39.212,379.2
2025- Apr,Al Zahra,20000007501,دجاج,FRESH DRUMSTICK A TRAY 500G,12,120
2025- Apr,Al Zahra,20000007901,دجاج,FRESH LIVERS A TRAY 500G DOHA,33,157.74
2025- Apr,Al Zahra,20000008701,دجاج,FRESH MARINATED WHOLE LEG 500G,5,50
2025- Apr,Al Zahra,20000008901,دجاج,CHICKEN 900G TOQA,49.996,784.8
2025- Apr,Al Zahra,20000009001,دجاج,CHICKEN 1000G TOQA,55.992,919.34
2025- Apr,Al Zahra,20000009101,دجاج,CHICKEN 1100G TOQA,108.017,1815.35
2025- Apr,Al Zahra,20000009601,دجاج,NIAMAH CHICKEN BREAST KG,173.97,6353.91
2025- Apr,Al Zahra,20000009801,دجاج,NIAMAH CHICKEN WHOLE LEGS KG,36.217,440.72
2025- Apr,Al Zahra,20000010201,دجاج,CHICKEN WINGS DOHA PLATE KG,11.196,77.93
2025- Apr,Al Zahra,20000010501,لحم حاشي,CAMEL MEAT WITH BONE KG,51.882,1611.47
2025- Apr,Al Zahra,20000010601,لحم حاشي,CAMEL MEAT WITHOUT BONE KG,18.32,748.57
2025- Apr,Al Zahra,20000010701,لحم عجل,BURGER CLASSIC 100G,36.001,805.04
2025- Apr,Al Zahra,20000010801,لحم عجل,BURGER CLASSIC 150G,4,131.32
2025- Apr,Al Zahra,20000010901,لحم عجل,BURGER CAJUN,35,712.03
2025- Apr,Al Zahra,20000011001,لحم عجل,DONER KEBEB BURGER,51,1239.31
2025- Apr,Al Zahra,20000011201,لحم عجل,VEAL KEBAB,11,236.72
2025- Apr,Al Zahra,20000011401,لحم عجل,VEAL SHAWARMA,30,589.91
2025- Apr,Al Zahra,20000011501,لحم عجل,MEAT BALLS,23,525.09
2025- Apr,Al Zahra,20000011601,لحم عجل,MEAT BALLS KOFTA,24,464.4
2025- Apr,Al Zahra,20000011701,دجاج,CHICKEN BREASTS MUSTURED & HER,21,351.54
2025- Apr,Al Zahra,20000011801,دجاج,CHICKEN BREAST TANDORI,24,391.2
2025- Apr,Al Zahra,20000011901,دجاج,CHICKEN BREAST ITALIAN,17,284.58
2025- Apr,Al Zahra,20000012001,دجاج,CHICKEN THIGHS BONELESS TANDOR,14,228.2
2025- Apr,Al Zahra,20000012101,دجاج,CHICKEN SHAWARMA,28,437.23
2025- Apr,Al Zahra,20000012201,دجاج,CHICKEN FAJITAS,43,656.17
2025- Apr,Al Zahra,20000012301,دجاج,CHICKEN CRISPY WITH ITALIAN SP,11,179.3
2025- Apr,Al Zahra,20000012401,دجاج,CHICKEN CRISPY WITH CAJUN SPIC,17,277.1
2025- Apr,Al Zahra,20000012501,دجاج,CHICKEN BURGER,33.415,585.45
2025- Apr,Al Zahra,20000012701,دجاج,CHICKEN KEBAB,7,117.18
